C,Db,D,Eb,E,F,Gb,G,Ab,A,Bb,B,chord
0.030911,0.073995,0.021050,0.031408,0.046657,0.052749,0.406624,0.057170,0.103430,0.086168,0.036693,0.997690,AMaj7
0.030911,0.073995,0.021050,0.031408,0.055805,0.052749,0.406624,0.057170,0.103430,0.086168,0.044016,0.997690,AMaj7
0.030911,0.073995,0.021050,0.031408,0.118306,0.052749,0.406624,0.057170,0.103430,0.086168,0.044016,0.353977,AMaj7
0.030911,0.073995,0.021050,0.031408,0.119796,0.052749,0.406624,0.057170,0.095368,0.086168,0.044016,0.298124,AMaj7
0.030911,0.073995,0.021050,0.031408,0.119796,0.052749,0.304231,0.057060,0.093832,0.168431,0.044016,0.191541,AMaj7
0.017829,0.036304,0.014011,0.031142,0.119796,0.032823,0.035077,0.033680,0.093034,1.000000,0.044016,0.046172,AMaj7
0.016958,0.026233,0.013628,0.029123,0.119796,0.029912,0.009314,0.012490,0.032151,1.000000,0.019637,0.018375,AMaj7
0.016611,0.026233,0.013628,0.028954,0.119796,0.027901,0.009314,0.012490,0.032151,1.000000,0.019637,0.018375,AMaj7
0.016611,0.026233,0.013628,0.028954,0.119796,0.027901,0.009314,0.012490,0.032151,1.000000,0.019637,0.018375,AMaj7
0.016611,0.026233,0.013628,0.028954,0.119796,0.027901,0.009314,0.012490,0.032151,1.000000,0.019637,0.018375,AMaj7
0.016611,0.026233,0.013628,0.028954,0.119796,0.027901,0.009314,0.012490,0.032151,1.000000,0.019637,0.018375,AMaj7
0.016958,0.036304,0.013628,0.029123,0.119796,0.029912,0.031023,0.029562,0.060108,1.000000,0.025141,0.018375,AMaj7
0.017829,0.036304,0.014604,0.031142,0.119796,0.039026,0.035077,0.041535,0.065159,1.000000,0.033411,0.018375,AMaj7
0.028572,0.106331,0.022629,0.044364,0.119796,0.104176,1.000000,0.072737,0.075612,0.038546,0.033411,0.018375,GbMin7
0.028572,0.106331,0.022629,0.049897,0.119796,0.104176,1.000000,0.072737,0.082638,0.033277,0.033411,0.018375,GbMin7
0.028572,0.106331,0.022629,0.049897,0.124120,0.104176,1.000000,0.072737,0.086979,0.032438,0.033411,0.019278,GbMin7
0.028572,0.109187,0.022629,0.050128,0.125043,0.115229,1.000000,0.079741,0.086979,0.031598,0.033411,0.019278,GbMin7
0.028572,0.109187,0.022631,0.050790,0.125043,0.115229,1.000000,0.079741,0.086979,0.029523,0.029248,0.019278,GbMin7
0.028572,0.106331,0.022629,0.050790,0.110885,0.104176,1.000000,0.072737,0.083814,0.025909,0.029248,0.019278,GbMin7
0.028572,0.086936,0.022629,0.050128,0.110885,0.104176,1.000000,0.072737,0.083814,0.025909,0.025787,0.027145,GbMin7
0.028572,0.086436,0.022629,0.050128,0.107918,0.104176,1.000000,0.072737,0.084140,0.025909,0.024495,0.027145,GbMin7
0.026856,0.074831,0.022629,0.050128,0.107918,0.104176,1.000000,0.072737,0.084140,0.029523,0.021043,0.027145,GbMin7
0.026856,0.073158,0.022126,0.050790,0.107918,0.079682,1.000000,0.072737,0.084140,0.029523,0.011045,0.027145,GbMin7
0.025755,0.070695,0.021373,0.054084,0.103859,0.077730,1.000000,0.072737,0.084140,0.029523,0.010868,0.027145,GbMin7
0.025127,0.070695,0.020728,0.053666,0.087643,0.072658,1.000000,0.072737,0.084140,0.029523,0.009975,0.027145,GbMin7
0.025127,0.070695,0.020728,0.051452,0.087643,0.072658,1.000000,0.071264,0.101113,0.038846,0.008112,0.027145,GbMin7
0.025127,0.062814,0.016961,0.053666,0.069654,0.057414,1.000000,0.071264,0.831911,0.053015,0.008112,0.027145,GbMin7
0.025127,0.060424,0.016961,0.053666,0.069654,0.056836,0.981283,0.071264,0.912133,0.059369,0.008112,0.027145,GbMin7
0.025246,0.056565,0.016961,0.055879,0.069654,0.055665,0.838365,0.071264,1.000000,0.061797,0.008112,0.027145,GbMin7
0.028763,0.052925,0.016961,0.059543,0.069654,0.054938,0.754744,0.072737,1.000000,0.063902,0.008112,0.028330,GbMin7
0.038387,0.056565,0.016993,0.063207,0.069654,0.054938,0.702288,0.124647,1.000000,0.065472,0.011198,0.030033,GbMin7
0.038387,0.056565,0.016993,0.063207,0.069654,0.055665,0.754744,0.124647,1.000000,0.063902,0.012061,0.037072,GbMin7
0.038387,0.056565,0.017656,0.063207,0.088802,0.056836,0.754744,0.124647,1.000000,0.063902,0.012061,0.037072,GbMin7
0.038387,0.056565,0.017656,0.063207,0.088802,0.068649,0.754744,0.124647,1.000000,0.063902,0.014393,0.037072,GbMin7
0.038387,0.056565,0.016993,0.063207,0.069654,0.056836,0.754744,0.124647,1.000000,0.063902,0.014407,0.037072,GbMin7
0.027956,0.053534,0.016993,0.056297,0.069654,0.054133,0.981283,0.118203,0.914290,0.060583,0.016106,0.037072,GbMin7
0.022042,0.053534,0.017460,0.056297,0.069654,0.054133,1.000000,0.107544,0.783606,0.060583,0.019062,0.036083,GbMin7
0.022042,0.053534,0.017656,0.019613,0.028981,0.054133,1.000000,0.069575,0.028867,0.018792,0.022719,0.029287,GbMin7
0.022042,0.056565,0.017656,0.016918,0.028981,0.044470,1.000000,0.022832,0.014238,0.018792,0.029248,0.027145,GbMin7
0.022042,0.059620,0.017460,0.016281,0.028981,0.044470,1.000000,0.022832,0.014238,0.018792,0.029248,0.027145,GbMin7
0.022042,0.053534,0.016993,0.016281,0.028981,0.044470,1.000000,0.022832,0.014238,0.018792,0.029248,0.027145,GbMin7
0.029672,0.049837,0.016993,0.016281,0.028981,0.044470,1.000000,0.022832,0.014238,0.018792,0.029248,0.027145,GbMin7
0.031453,0.049837,0.017460,0.016918,0.032995,0.037157,1.000000,0.022832,0.014238,0.027448,0.029248,0.027145,GbMin7
0.031453,0.047880,0.017460,0.019613,0.032995,0.037044,1.000000,0.079741,0.093832,0.029643,0.029248,0.027145,GbMin7
0.031453,0.045209,0.017460,0.040565,0.032995,0.037044,0.541789,0.082532,1.000000,0.038546,0.017958,0.027145,GbMin7
0.031516,0.028588,0.017090,0.082878,0.032995,0.037044,0.269690,0.120839,1.000000,0.045066,0.017958,0.029287,Ab7
0.033954,0.028588,0.016993,0.085846,0.036416,0.033276,0.268502,0.122912,1.000000,0.047002,0.017958,0.029516,Ab7
0.042998,0.022654,0.016993,0.085846,0.038582,0.033276,0.236711,0.124647,1.000000,0.067331,0.017958,0.035207,Ab7
0.042998,0.019265,0.016993,0.085846,0.038582,0.033276,0.162017,0.124647,1.000000,0.067331,0.017958,0.037072,Ab7
0.042998,0.019265,0.016897,0.085846,0.038582,0.033276,0.162017,0.124647,1.000000,0.067331,0.017958,0.035645,Ab7
0.040401,0.019265,0.011624,0.082878,0.038582,0.033276,0.236711,0.122912,1.000000,0.047002,0.016480,0.035645,Ab7
0.040401,0.022654,0.010181,0.038583,0.069654,0.040259,0.268502,0.122912,1.000000,0.047002,0.015264,0.035645,Ab7
0.040401,0.022654,0.009559,0.030086,0.069654,0.042601,0.268502,0.122912,1.000000,0.047002,0.016480,0.037072,Ab7
0.040401,0.022654,0.007334,0.030086,0.069654,0.042601,0.447373,0.113494,1.000000,0.043364,0.017399,0.037072,Ab7
0.040401,0.019265,0.004634,0.030086,0.069654,0.042601,0.465444,0.095514,1.000000,0.040074,0.017399,0.038398,Ab7
0.036170,0.015554,0.003605,0.026388,0.069654,0.042601,0.465444,0.082712,1.000000,0.033876,0.017399,0.038398,Ab7
0.036075,0.006272,0.003605,0.016689,0.026084,0.040259,0.465444,0.082093,0.934298,0.033876,0.017399,0.038398,Ab7
0.028758,0.006272,0.003605,0.016689,0.026084,0.040259,0.465444,0.082093,0.660450,0.033876,0.017943,1.000000,Ab7
0.028758,0.006272,0.003605,0.016984,0.026084,0.040259,0.457353,0.082093,0.650291,0.040074,0.030256,1.000000,Ab7
0.028758,0.006272,0.003605,0.024827,0.026084,0.042601,0.457353,0.073684,0.650291,0.043364,0.031203,1.000000,Ab7
0.028758,0.006272,0.006488,0.026388,0.026084,0.042601,0.447373,0.073684,0.650291,0.049696,0.031443,1.000000,Ab7
0.028758,0.010665,0.011930,0.030237,0.032754,0.045205,0.447373,0.073684,0.650291,0.071138,0.031443,1.000000,Ab7
0.040311,0.019594,0.012753,0.030237,0.035699,0.045205,0.457353,0.082622,0.650291,0.071138,0.031323,1.000000,Ab7
0.040311,0.025621,0.017656,0.031408,0.048041,0.050821,0.457353,0.082622,0.660450,0.071138,0.031323,1.000000,Ab7
0.040311,0.025621,0.017656,0.033160,0.054525,0.050821,0.408855,0.082622,0.660450,0.073931,0.036685,0.386440,Ab7
0.040311,0.025621,0.017656,0.033160,0.066501,0.050821,0.408855,0.082622,0.650291,0.080383,0.031323,0.073595,Ab7
0.040311,0.026175,0.017656,0.033160,0.088802,0.050821,0.408855,0.082622,0.650291,0.115040,0.031323,0.043360,Ab7
0.040311,0.029606,0.017656,0.033160,0.106642,0.050821,0.407769,0.073684,0.362169,0.151624,0.029971,0.038398,Ab7
0.018700,0.026175,0.013680,0.033160,0.106642,0.040513,0.035077,0.056374,0.190217,1.000000,0.017958,0.013872,Ab7
0.012210,0.029606,0.013628,0.028954,0.106642,0.029149,0.014438,0.024821,0.043476,1.000000,0.017861,0.007930,Ab7
0.012210,0.029606,0.013628,0.028954,0.103792,0.029149,0.014438,0.022356,0.039781,1.000000,0.017861,0.007930,Ab7
0.012210,0.029606,0.013628,0.028954,0.103792,0.029149,0.014438,0.020509,0.039781,1.000000,0.017861,0.007930,Ab7
0.012210,0.029606,0.013628,0.028954,0.103792,0.029149,0.014438,0.020509,0.038036,1.000000,0.017861,0.007930,Ab7
0.010348,0.029606,0.013628,0.028954,0.103792,0.025890,0.012568,0.018074,0.032774,1.000000,0.017025,0.006847,Ab7
0.010348,0.029606,0.013628,0.028954,0.103792,0.025890,0.012568,0.018074,0.032774,1.000000,0.017025,0.006847,Ab7
0.032610,0.071564,1.000000,0.064064,0.096623,0.117073,0.078196,0.034864,0.045816,0.224568,0.020999,0.018798,DMin7
0.032610,0.071564,1.000000,0.064064,0.096623,0.117073,0.078196,0.046952,0.045816,0.224568,0.020999,0.018798,DMin7
0.065818,0.071564,1.000000,0.064064,0.096623,0.117073,0.078196,0.050276,0.045816,0.224568,0.020999,0.018798,DMin7
0.065425,0.071564,1.000000,0.064064,0.096623,0.117073,0.075134,0.050276,0.045816,0.217223,0.020636,0.018634,DMin7
0.036021,0.071564,1.000000,0.064064,0.093719,0.117073,0.068055,0.050276,0.045816,0.217223,0.019529,0.018634,DMin7
0.036021,0.068577,1.000000,0.051055,0.073824,0.117073,0.061255,0.050276,0.045816,0.157965,0.017420,0.018471,DMin7
0.036021,0.066902,1.000000,0.038276,0.073824,0.117073,0.060365,0.050276,0.039327,0.119636,0.016179,0.018471,DMin7
0.055313,0.060301,1.000000,0.032895,0.073824,0.116755,0.050235,0.050276,0.034732,0.103634,0.012701,0.018471,DMin7
0.065425,0.057987,0.254464,0.032054,0.042089,0.101914,0.048251,0.885329,0.039327,0.076550,0.009616,0.018471,DMin7
0.065818,0.054478,0.254464,0.032895,0.042089,0.101914,0.048251,1.000000,0.040821,0.072246,0.009616,0.032924,DMin7
0.065818,0.051402,0.200802,0.031480,0.042089,0.101914,0.044888,1.000000,0.040821,0.067266,0.005905,0.032924,DMin7
0.065425,0.044983,0.152341,0.031165,0.042089,0.101062,0.043544,1.000000,0.040821,0.061976,0.005895,0.032924,DMin7
0.055313,0.029153,0.152341,0.025694,0.042089,0.091427,0.035709,1.000000,0.039327,0.058057,0.005895,0.032924,DMin7
0.055313,0.044983,0.200802,0.031165,0.043699,0.051906,0.035709,0.885329,0.034732,0.057974,0.005905,0.016479,DMin7
0.145526,0.051402,0.200802,0.031480,0.138230,0.051906,0.035709,0.612016,0.034732,0.057974,0.005905,0.034599,DMin7
0.096835,0.051402,0.254464,0.031480,0.138230,0.051906,0.035709,0.185677,0.034732,0.058057,0.008456,0.034599,DMin7
0.096835,0.051402,0.262634,0.038736,0.152882,0.051906,0.040235,0.185677,0.040821,0.061976,0.012423,0.034456,DMin7
0.096835,0.068081,0.262634,0.048456,0.190254,0.051906,0.043544,0.117679,0.049927,0.058057,0.014696,0.034456,DMin7
0.065512,0.068081,0.262634,0.072110,0.611059,0.068120,0.095572,0.117679,0.053118,0.058057,0.014696,0.027374,DMin7
0.076324,0.068081,0.272337,0.090584,0.755741,0.134024,0.102278,0.185677,0.055883,0.098035,0.014696,0.027374,DMin7
0.076324,0.068497,0.344809,0.114572,0.869931,0.134024,0.108984,0.186922,0.056759,0.103803,0.021742,0.034456,DMin7
0.076324,0.068497,0.365270,0.114572,0.869931,0.134024,0.108984,0.186922,0.056759,0.103803,0.021742,0.034456,DMin7
0.076324,0.068497,0.365270,0.114572,0.869931,0.134024,0.108984,0.186922,0.056759,0.103803,0.021742,0.034456,DMin7
0.065512,0.067676,0.365270,0.090584,0.869931,0.134024,0.102278,0.185677,0.055883,0.098035,0.014938,0.027374,DMin7
0.054700,0.066427,0.365270,0.072110,0.869931,0.068120,0.095572,0.107250,0.053118,0.083538,0.014454,0.021280,DMin7
0.037647,0.062423,1.000000,0.051055,0.041206,0.032123,0.046231,0.023460,0.021412,0.083334,0.014438,0.020077,DMin7
0.037647,0.062423,1.000000,0.051055,0.032065,0.012594,0.020511,0.009942,0.014914,0.083538,0.014438,0.019626,DMin7
0.037647,0.062423,1.000000,0.050357,0.032065,0.012594,0.013660,0.009942,0.014914,0.083538,0.014454,0.019626,DMin7
0.037647,0.062423,1.000000,0.050357,0.032065,0.012594,0.013660,0.009942,0.014914,0.083538,0.014938,0.019626,DMin7
0.037647,0.061548,1.000000,0.029436,0.032065,0.012594,0.013660,0.009942,0.014914,0.083538,0.014938,0.019626,DMin7
0.041800,0.023493,1.000000,0.020747,0.028322,0.012594,0.013660,0.009942,0.014914,0.098115,0.016179,0.019626,DMin7
0.041800,0.023493,1.000000,0.020747,0.028322,0.018697,0.013660,0.018707,0.021270,0.098195,0.017967,0.020077,DMin7
0.041800,0.023493,1.000000,0.020747,0.028322,0.030042,0.028393,0.022234,0.041208,0.107583,0.025039,0.028773,BbMaj7
0.041800,0.023493,0.034482,0.019197,0.028322,0.120042,0.028393,0.024158,0.041208,0.107583,1.000000,0.036642,BbMaj7
0.041800,0.019643,0.034067,0.017232,0.028322,0.120042,0.028393,0.033260,0.041208,0.107583,1.000000,0.036642,BbMaj7
0.041800,0.019643,0.034067,0.017232,0.028322,0.120042,0.030765,0.034124,0.041916,0.108141,1.000000,0.037624,BbMaj7
0.041800,0.019643,0.034067,0.017232,0.028322,0.120042,0.034725,0.034124,0.042299,0.135385,1.000000,0.037624,BbMaj7
0.041800,0.019643,0.034067,0.017232,0.028322,0.120042,0.036223,0.034124,0.042299,0.135385,1.000000,0.042602,BbMaj7
0.041800,0.019643,0.034482,0.017232,0.028322,0.120042,0.035772,0.034987,0.041973,0.108141,1.000000,0.037624,BbMaj7
0.041800,0.019643,0.138116,0.017232,0.024966,0.120042,0.035772,0.040970,0.042299,0.108141,0.759898,0.036642,BbMaj7
0.041800,0.019643,0.138116,0.016282,0.021594,0.120042,0.036223,0.040970,0.042299,0.077434,0.038829,0.036642,BbMaj7
0.044449,0.027564,0.138116,0.015032,0.019001,0.119539,0.035772,0.085439,0.042299,0.077434,0.038829,0.036642,BbMaj7
0.052589,0.027564,0.138116,0.015032,0.018116,0.119539,0.035772,0.421146,0.042299,0.077434,0.038829,0.033710,BbMaj7
0.070507,0.027564,0.138116,0.015032,0.017777,0.119539,0.035772,0.421146,0.042299,0.077434,0.038829,0.033710,BbMaj7
0.070507,0.022444,0.138116,0.010278,0.017631,0.119523,0.027338,0.421146,0.041973,0.077434,0.075254,0.033710,BbMaj7
0.984966,0.022444,0.080405,0.010278,0.014476,0.043774,0.016749,0.421146,0.034095,0.077434,0.075254,0.033907,BbMaj7
0.984966,0.022444,0.080405,0.010278,0.014476,0.042580,0.016749,0.451829,0.034095,0.077434,0.075254,0.033907,BbMaj7
0.984966,0.027564,0.080405,0.015032,0.014476,0.042580,0.016749,0.426607,0.034095,0.078292,0.075254,0.035659,BbMaj7
0.984966,0.031207,0.080405,0.016282,0.014476,0.042580,0.016749,0.426607,0.034095,0.079315,0.075254,0.037064,BbMaj7
0.984966,0.031669,0.080405,0.017761,0.014476,0.042580,0.016749,0.426607,0.034095,0.080339,0.075254,0.037064,BbMaj7
0.984966,0.032486,0.080405,0.017761,0.019665,0.042580,0.034581,0.426607,0.042835,0.095288,0.075254,0.037064,BbMaj7
0.984966,0.032486,0.080405,0.018782,0.030815,0.047840,0.036202,0.443784,0.045607,0.095288,0.071217,0.037064,BbMaj7
0.696410,0.032486,0.080405,0.018782,0.030815,0.132626,0.036223,0.443784,0.045607,0.135385,0.071217,0.046386,BbMaj7
0.256727,0.032486,0.080405,0.018782,0.030815,0.132626,0.036223,0.443784,0.045607,0.135385,0.071217,0.046386,BbMaj7
0.256727,0.032486,0.080405,0.018782,0.030815,0.132626,0.036223,0.443784,0.045607,0.135385,0.071217,0.046386,BbMaj7
0.246956,0.032486,0.080405,0.018782,0.030815,0.132626,0.036223,0.426607,0.045607,0.135385,0.075254,0.046386,BbMaj7
0.041800,0.017841,0.034067,0.017232,0.028322,0.132626,0.036223,0.034124,0.042299,0.135385,1.000000,0.046386,BbMaj7
0.012568,0.010493,0.024683,0.010392,0.026621,0.130740,0.032534,0.009661,0.010822,0.031810,1.000000,0.019836,BbMaj7
0.012568,0.010493,0.024683,0.010392,0.025793,0.129798,0.030584,0.009661,0.010822,0.031810,1.000000,0.019836,BbMaj7
0.012568,0.010493,0.024683,0.010392,0.025793,0.129798,0.030584,0.009661,0.010822,0.031810,1.000000,0.019836,BbMaj7
0.012568,0.010493,0.024683,0.010392,0.025793,0.129798,0.030584,0.009661,0.010822,0.031810,1.000000,0.019836,BbMaj7
0.012568,0.010493,0.024683,0.010392,0.025793,0.129798,0.030584,0.009661,0.010822,0.031810,1.000000,0.019836,BbMaj7
0.012568,0.017841,0.034067,0.015657,0.025793,0.129798,0.032534,0.034124,0.033711,0.047089,1.000000,0.031440,BbMaj7
0.012568,0.019457,0.034067,0.017232,0.026621,0.129798,0.034274,0.034124,0.041590,0.050888,1.000000,0.032924,BbMaj7
0.012568,0.027181,0.091227,0.019438,0.040334,0.129798,0.068055,1.000000,0.057893,0.056206,0.036930,0.032924,GMin7
0.012568,0.027181,0.091227,0.019438,0.040334,0.130836,0.068055,1.000000,0.057893,0.076205,0.036930,0.032924,GMin7
0.015009,0.027181,0.091227,0.019438,0.041684,0.134600,0.073463,1.000000,0.059465,0.076550,0.036930,0.032924,GMin7
0.015009,0.028054,0.107590,0.023965,0.041684,0.134600,0.073463,1.000000,0.059465,0.076550,0.036930,0.032924,GMin7
0.015009,0.028054,0.107590,0.023965,0.041684,0.134600,0.073463,1.000000,0.059465,0.076550,0.029878,0.032924,GMin7
0.015009,0.028054,0.107590,0.023965,0.041684,0.134600,0.073463,1.000000,0.057893,0.076550,0.028488,0.032924,GMin7
0.036021,0.027181,0.089783,0.020223,0.041684,0.134600,0.068897,1.000000,0.057893,0.076550,0.028488,0.030730,GMin7
0.036021,0.027181,0.089783,0.019438,0.041424,0.134600,0.068055,1.000000,0.052151,0.076550,0.028488,0.025221,GMin7
0.036021,0.026691,0.087019,0.019438,0.041424,0.134600,0.068055,1.000000,0.052151,0.076550,0.028488,0.024712,GMin7
0.036021,0.026691,0.082531,0.019438,0.041684,0.134600,0.067213,1.000000,0.052151,0.076550,0.036930,0.017613,GMin7
0.036021,0.026691,0.078279,0.017136,0.041684,0.134600,0.062096,1.000000,0.047264,0.076550,0.036930,0.017613,GMin7
0.036021,0.024245,0.076140,0.014438,0.041684,0.118253,0.062096,1.000000,0.047264,0.077089,0.039012,0.008275,GMin7
0.031890,0.024245,0.076140,0.014401,0.041684,0.063758,0.062414,1.000000,0.050489,0.078516,0.039012,0.008275,GMin7
0.031729,0.024245,0.067865,0.014401,0.041684,0.063758,0.062096,1.000000,0.050489,0.830646,0.057689,0.008152,GMin7
0.031729,0.024245,0.061984,0.014056,0.043243,0.062516,0.060629,0.849930,0.060441,0.942889,0.059014,0.008152,GMin7
0.031729,0.026529,0.059432,0.014056,0.048047,0.062516,0.058491,0.748091,0.061976,1.000000,0.070535,0.008152,GMin7
0.031729,0.028156,0.061984,0.014056,0.049795,0.062516,0.060629,0.655180,0.074068,1.000000,0.075058,0.008152,GMin7
0.031729,0.028156,0.061984,0.014401,0.060128,0.063758,0.058491,0.580653,0.124028,1.000000,0.075058,0.008328,GMin7
0.031890,0.026529,0.064536,0.015654,0.057010,0.067005,0.060629,0.655180,0.137651,1.000000,0.075058,0.011410,GMin7
0.031729,0.026529,0.067865,0.015654,0.049795,0.067005,0.060947,0.748091,0.137651,1.000000,0.070535,0.011410,GMin7
0.031729,0.026529,0.064536,0.015654,0.049795,0.067005,0.060947,0.748091,0.137651,1.000000,0.070535,0.011852,GMin7
0.031729,0.025619,0.060423,0.015654,0.049795,0.067005,0.060629,0.748091,0.137651,1.000000,0.070535,0.014668,GMin7
0.031729,0.019430,0.056736,0.015654,0.045675,0.067005,0.058491,0.849930,0.124028,0.960080,0.063446,0.014825,GMin7
0.031729,0.017278,0.056736,0.015654,0.045675,0.067005,0.058491,1.000000,0.089267,0.749957,0.063446,0.015329,GMin7
0.031729,0.017278,0.060423,0.015654,0.022084,0.032816,0.058491,1.000000,0.062271,0.022290,0.015775,0.024004,GMin7
0.031729,0.017278,0.060423,0.015654,0.022084,0.029779,0.036694,1.000000,0.022231,0.014280,0.015775,0.031440,GMin7
0.025733,0.017278,0.062515,0.015654,0.022084,0.029779,0.036694,1.000000,0.022231,0.014280,0.015775,0.031440,GMin7
0.025733,0.019430,0.060423,0.015654,0.022084,0.029779,0.036694,1.000000,0.022231,0.014280,0.015775,0.031440,GMin7
0.025733,0.028054,0.056736,0.015654,0.022084,0.029779,0.036694,1.000000,0.022231,0.014280,0.015775,0.031440,GMin7
0.028821,0.028054,0.056736,0.015654,0.023895,0.029779,0.036694,1.000000,0.022231,0.014280,0.024203,0.031440,GMin7
0.028821,0.028054,0.049524,0.015654,0.027371,0.029779,0.036694,1.000000,0.062271,0.076550,0.026415,0.031440,GMin7
0.028821,0.028054,0.047382,0.015654,0.046299,0.029779,0.036694,0.566473,0.078195,1.000000,0.031961,0.015077,GMin7
0.028821,0.028054,0.028799,0.015654,0.070843,0.026001,0.036694,0.258157,0.105684,1.000000,0.034209,0.015077,A7
0.028821,0.035868,0.028799,0.015654,0.070843,0.026001,0.042397,0.258157,0.110519,1.000000,0.039532,0.015077,A7
0.028821,0.039848,0.023716,0.015654,0.070843,0.029849,0.044139,0.258157,0.137805,1.000000,0.077110,0.015077,A7
0.028821,0.039848,0.023621,0.015654,0.070843,0.029849,0.044139,0.257386,0.137805,1.000000,0.077110,0.015077,A7
0.028096,0.039848,0.023621,0.013712,0.070843,0.029849,0.044139,0.257386,0.137538,1.000000,0.051589,0.015077,A7
0.025910,0.035868,0.023621,0.010558,0.070462,0.029849,0.042397,0.258157,0.110519,1.000000,0.039532,0.015077,A7
0.025329,0.034726,0.023716,0.006136,0.032128,0.067005,0.040264,0.267107,0.110519,1.000000,0.039532,0.014170,A7
0.025910,0.037685,0.023716,0.004703,0.024934,0.067005,0.042397,0.298614,0.110519,1.000000,0.039532,0.015077,A7
0.028096,0.037685,0.023621,0.004686,0.024934,0.067005,0.042397,0.438410,0.104449,1.000000,0.042412,0.015077,A7
0.032724,0.034726,0.023621,0.004243,0.024934,0.067005,0.042397,0.482465,0.088684,0.955395,0.035686,0.015077,A7
0.032724,0.034726,0.019509,0.002823,0.024934,0.067005,0.040264,0.482465,0.083645,0.929854,0.034043,0.015077,A7
0.032724,0.029193,0.007013,0.002823,0.016806,0.031203,0.034144,0.482465,0.081425,0.880472,0.034043,0.015910,A7
1.000000,0.029193,0.007013,0.002823,0.016806,0.031203,0.034144,0.482465,0.081425,0.772983,0.034043,0.018653,A7
1.000000,0.029193,0.007013,0.002823,0.021207,0.031203,0.034144,0.445120,0.081425,0.756993,0.035686,0.028021,A7
1.000000,0.029193,0.007013,0.002823,0.025662,0.031203,0.034144,0.445120,0.071297,0.741003,0.042412,0.030265,A7
1.000000,0.030746,0.007013,0.007899,0.026242,0.031203,0.038489,0.438410,0.071297,0.741003,0.055186,0.031023,A7
1.000000,0.030746,0.018563,0.015309,0.030815,0.039070,0.038489,0.438410,0.071297,0.741003,0.077776,0.031023,A7
1.000000,0.035675,0.026257,0.015309,0.030815,0.040154,0.038489,0.405877,0.083440,0.756993,0.080333,0.031023,A7
1.000000,0.037685,0.037714,0.015654,0.033193,0.048440,0.043758,0.405877,0.083440,0.772983,0.080333,0.031023,A7
0.120290,0.037685,0.037714,0.015654,0.036424,0.053861,0.043758,0.376310,0.083440,0.772983,0.081719,0.031023,A7
0.052221,0.037685,0.037714,0.015654,0.036424,0.060026,0.043758,0.376310,0.083440,0.756993,0.082555,0.031023,A7
0.041404,0.037685,0.037714,0.015654,0.036424,0.067005,0.043758,0.358675,0.083440,0.741003,0.112229,0.031023,A7
0.035685,0.035675,0.030221,0.017232,0.036424,0.072514,0.043758,0.358675,0.053032,0.171904,0.112229,0.029699,A7
0.020875,0.023303,0.026257,0.017232,0.036424,0.074308,0.040492,0.034124,0.045309,0.155621,1.000000,0.015077,A7
0.007896,0.020436,0.030221,0.017232,0.025793,0.105026,0.017000,0.017497,0.028824,0.041529,1.000000,0.015077,A7
0.007896,0.020436,0.030221,0.017232,0.025793,0.110836,0.017000,0.017497,0.023619,0.041529,1.000000,0.015077,A7
0.007896,0.020436,0.030221,0.017232,0.025793,0.111753,0.017000,0.017497,0.023619,0.041529,1.000000,0.015077,A7
0.007896,0.020436,0.030221,0.017232,0.025793,0.111753,0.017000,0.015150,0.018882,0.037228,1.000000,0.017730,A7
0.007437,0.013564,0.030221,0.017232,0.025793,0.111753,0.015501,0.013608,0.014108,0.037228,1.000000,0.015023,A7
0.007437,0.013564,0.030221,0.017232,0.025793,0.112018,0.015501,0.015150,0.014108,0.037228,1.000000,0.015023,A7
0.087581,0.423999,0.177603,0.898672,0.114076,0.188489,0.097533,0.031725,0.093079,0.079984,0.313665,0.094570,EbMin7
0.087581,0.383139,0.177603,0.898672,0.114076,0.188489,0.097533,0.031725,0.093079,0.079984,0.313665,0.094570,EbMin7
0.087581,0.345093,0.177603,0.902280,0.114076,0.188489,0.100354,0.031725,0.093079,0.079984,0.313665,0.094570,EbMin7
0.081019,0.345093,0.177603,0.902280,0.114076,0.182038,0.100354,0.031725,0.092451,0.038941,0.311443,0.063386,EbMin7
0.077542,0.345093,0.177603,1.000000,0.114076,0.177691,0.097533,0.031725,0.092451,0.038941,0.157787,0.053016,EbMin7
0.077542,0.302863,0.177603,1.000000,0.114076,0.151054,0.097533,0.031725,0.092451,0.038941,0.157787,0.053016,EbMin7
0.077542,0.302863,0.144719,1.000000,0.107325,0.138582,0.097533,0.031725,0.092451,0.038941,0.157787,0.051658,EbMin7
0.058205,0.262040,0.139812,1.000000,0.107325,0.137247,0.100354,0.043931,0.093079,0.038941,0.126970,0.045851,Ab7
0.058205,0.193213,0.128527,1.000000,0.091933,0.137000,0.100354,0.105409,0.097693,0.038941,0.126970,0.040807,Ab7
0.058205,0.098484,0.107233,0.483560,0.085823,0.120637,0.149716,0.157164,0.496216,0.062249,0.126970,0.036810,Ab7
0.064182,0.098484,0.128527,0.228074,0.085823,0.104457,0.184911,0.185373,0.496216,0.062901,0.126970,0.036810,Ab7
0.083071,0.098484,0.199277,0.228074,0.079589,0.102901,0.184911,0.212884,0.496216,0.077415,0.098615,0.033875,Ab7
